383	_relate4skipEnable@8	CB63
384	_relate4sortSet@8	CB63
385	_relate4top@4	CB63
386	_relate4type@8	CB63
387	_report4caption@8	CB63
388	_report4currency@8	CB63
389	_report4dataDo@4	CB63
390	_report4dataFileSet@8	CB63
391	_report4dataGroup@8	CB63
392	_report4decimal@8	CB63
393	_report4do@4	CB63
394	_report4free@12	CB63
395	_report4free_styles@4	CB63
396	_report4generatePage@8	CB63
397	_report4groupFirst@4	CB63
398	_report4groupHardResets@8	CB63
399	_report4groupLast@4	CB63
400	_report4groupLookup@8	CB63
401	_report4groupNext@8	CB63
402	_report4groupPrev@8	CB63
403	_report4index_type@0	CB63
404	_report4init@4	CB63
405	_report4margins@24	CB63
406	_report4numGroups@4	CB63
407	_report4numStyles@4	CB63
408	_report4off_write@0	CB63
409	_report4output@12	CB63
410	_report4pageFree@4	CB63
411	_report4pageHeaderFooter@4	CB63
412	_report4pageInit@4	CB63
413	_report4pageMarginsGet@20	CB63
414	_report4pageObjFirst@4	CB63
415	_report4pageObjNext@4	CB63
416	_report4pageSize@16	CB63
417	_report4pageSizeGet@12	CB63
418	_report4parent@8	CB63
419	_report4printerDC@8	CB63
420	_report4printerSelect@4	CB63
421	_report4querySet@8	CB63
422	_report4retrieve2@24	CB63
423	_report4retrieve@16	CB63
424	_report4save@12	CB63
425	_report4separator@8	CB63
426	_report4sortSet@8	CB63
427	_report4styleFirst@4	CB63
428	_report4styleLast@4	CB63
429	_report4styleNext@8	CB63
430	_report4styleSelect@8	CB63
431	_report4styleSelected@4	CB63
432	_report4styleSheetLoad@12	CB63
433	_report4styleSheetSave@8	CB63
434	_report4titlePage@8	CB63
435	_report4titleSummary@4	CB63
436	_report4toScreen@8	CB63
437	_sort4free@4	CB63
438	_sort4get@16	CB63
439	_sort4getInit@4	CB63
440	_sort4getInitFree@8	CB63
441	_sort4getMemInit@4	CB63
442	_sort4init@16	CB63
443	_sort4initAlloc@4	CB63
444	_sort4initFree@20	CB63
445	_sort4initSet@16	CB63
446	_sort4put@16	CB63
447	_sort4spoolsInit@8	CB63
448	_style4color@8	CB63
449	_style4create@20	CB63
450	_style4delete@8	CB63
451	_style4free@8	CB63
452	_style4index@8	CB63
453	_style4lookup@8	CB63
454	_t4alias@4	CB63
455	_t4close@4	CB63
456	_t4exprLow@4	CB63
457	_t4filterLow@4	CB63
458	_t4getExprSource@4	CB63
459	_t4openLow@16	CB63
460	_t4unique@4	CB63
461	_t4uniqueModify@8	CB63
462	_t4uniqueSet@8	CB63
463	_total4addCondition@12	CB63
464	_total4create@20	CB63
465	_total4free@4	CB63
466	_total4lookup@8	CB63
467	_u4allocAgainDefault@16	CB63
468	_u4allocDefault@4	CB63
469	_u4allocErDefault@8	CB63
470	_u4allocFixedDefault@8	CB63
471	_u4allocFreeDefault@8	CB63
472	_u4delayHundredth@4	CB63
473	_u4freeDefault@4	CB63
474	_u4freeFixedDefault@4	CB63
475	_u4nameChar@4	CB63
476	_u4nameCurrent@12	CB63
477	_u4nameExt@16	CB63
478	_u4namePiece@20	CB63
479	_u4ncpy@12	CB63
480	_u4remove@4	CB63
481	_u4switch@0	CB63
482	_u4yymmdd@4	CB63
483	_x4reverseShort@4	CB63
